C,auprc,auroc,prevalence,topk_dice
0.1,0.7270658845302521,0.9361587578857472,0.07335434173669468,0.6869614512471655
0.03,0.7267848185854587,0.9362074555171935,0.07335434173669468,0.6852891156462585
0.3,0.724768723054547,0.935858906729156,0.07335434173669468,0.6893424036281178
0.01,0.7222299240787093,0.935725890050668,0.07335434173669468,0.6835884353741497
1.0,0.7222076663109073,0.9352876113676505,0.07335434173669468,0.6876417233560089
3.0,0.7212477622292963,0.9349205755158229,0.07335434173669468,0.6876417233560089
10.0,0.721236133478487,0.9347988314372069,0.07335434173669468,0.6876417233560089
